DTC,Possible Solutions
"P0106
","b""\nUsing a scan tool, watch the MAP sensor value\nwith the key on, engine off. Compare the BARO reading with the MAP reading.\nThey should be roughly equal. The voltage for the MAP sensor should read approx.\n4.5 volts. Now start the engine and look for a significant drop in the MAP sensor\nvoltage indicating the MAP sensor is working.\nIf the MAP reading doesn't change perform the following:\n\n With the Key on, engine off, disconnect the vacuum hose from the MAP sensor.\nUsing a vacuum pump, pull 20 in. of vacuum on the MAP sensor. Does the voltage\ndrop? It should. If it doesn't inspect the MAP sensor vacuum port and vacuum\nhose to manifold for a restriction of some kind. Repair or replace as necessary.\nIf there are no restrictions, and the value doesn't change with vacuum,\nthen perform the following: with the Key on and engine off and the MAP sensor\nunplugged, check for 5 Volts at the reference wire to the MAP sensor connector\nwith a Digital Voltmeter. If there is none, check for reference voltage at\nthe PCM connector. If the reference voltage is present at the PCM connector\nbut not the MAP connector, check for open or short in the reference wire between\nMAP and PCM and retest.\nIf reference voltage is present, then check for existing ground at the MAP\nsensor connector. If it isn't present then repair open/short in the ground\ncircuit.\nIf ground is present, then replace MAP sensor.\n\nOther MAP sensor trouble codes include P0105, P0107, P0108 and P0109.\n"""
"P0107
","b""\nFirst, using a scan tool with the Key on and engine running, monitor the MAP\nsensor voltage. If it is reading less than .5 volts, turn engine off, unplug\nthe MAP sensor and, using a DVOM (Digital Volt/Ohm Meter) check for 5Volts on\nthe 5 Volt reference circuit.\n1. If there is not 5 Volts on the reference circuit, then check for the reference\nvoltage at the PCM connector. If it is present at the PCM connector but not\nthe MAP connector, repair the open in the reference circuit between the PCM\nand MAP harness connector. If 5 Volt reference is NOT present at the PCM connector,\ncheck powers and grounds of PCM and repair/replace as needed. (NOTE: On Chrysler\nproducts, a shorted Crank sensor, Vehicle speed sensor or any other sensor that\nutilizes the 5 Volt reference from the PCM can short out the 5 Volt reference.\nTo fix simply unplug each sensor one at a time until the 5 Volt reference reappears.\nThe last sensor unplugged is the shorted sensor.)\n2. If you have a 5 Volt reference at the MAP connector, jumper the 5 volt reference\ncircuit to the signal circuit. Now check the MAP voltage on the scan tool. It\nshould be 4.5 to 5 Volts. If it is, replace MAP sensor. If not, repair open/short\nin the signal circuit wiring and re-check.\n3. If all appears okay, perform a wiggle test. Start engine and manipulate\nthe harness, connector and tap on the MAP sensor. Note any changes in voltage\nor engine speed. Repair connector, harness, or sensor as needed.\n4. If the wiggle test checks out, use a vacuum pump (or just use your lungs)\nto draw a vacuum on the MAP sensor vacuum port. As you add vacuum the voltage\nshould decrease. With no vacuum, the MAP sensor should read approximately 4.5\nvolts. If there is no change in MAP sensor reading on the scan tool, replace\nMAP sensor.\nMAP Sensor DTC's: P0105, P0106, P0108 and P0109.\n"""
"P0108
","b'\nA good way to diagnose if the MAP sensor is to blame would be to compare the KOEO (key on engine off) MAP sensor reading on a scan tool with the Barometric pressure reading. They should be the same because they both measure atmospheric pressure.\nIf the MAP reading is greater than 0.5 volt off of the BARO reading, then replacing the MAP sensor would likely fix the problem. Otherwise, start the engine and observe the MAP reading at idle. It should normally be about 1.5 volts (varies according to altitude).\na. If it is, the problem is likely intermittent. Check all the vacuum hoses for damage and replace as necessary. You can also try wiggle testing the harness and connector to reproduce the problem.\nb. If the scan tool MAP reading is more than 4.5 volts, check the actual engine vacuum reading with the engine running. If it is less than 15 or 16 in. Hg, then the PCM is probably not seeing enough vacuum (due to a worn engine, perhaps) for a given operating condition (which causes a higher than normal voltage signal to the PCM) and setting the code. Repair the engine vacuum problem and retest.\nc. But, if the actual engine vacuum reading is 16 in. Hg or more, then unplug the MAP sensor. The scan tool MAP reading should indicate that there is no voltage present. Check that the ground from the PCM is intact and also that the MAP sensor connector and terminals are tight. If the connection is good, then replace the map sensor.\nd. However if, with KOEO, &amp; the MAP sensor unplugged, the scan tool shows a voltage reading, then there may be a short in the harness to the MAP sensor. Turn the ignition off. At the PCM unplug connector and remove the MAP signal wire from the connector. Re-attach the PCM connector and see if with KOEO, the scan tool MAP reading shows voltage. If it still does, replace the PCM. If not, check for voltage on the signal wire you just removed from the PCM. If there is voltage on the signal wire, find the short in the harness and repair. \nOther MAP Sensor codes: P0105 - P0106 - P0107 - P0109\n'"
"P0109
","b'\nA good starting point is always to check for technical service bulletins (TSB) for your particular vehicle. Your issue may be a known issue with a known fix put out by the manufacturer and can save you time and money during diagnosis.\nTools that I would likely use to diagnose a P0109 are a diagnostic scanner, a digital volt/ohmmeter, a vacuum gauge, and a vehicle service manual (or online service such as All Data DIY).\nI like to begin my diagnosis with a visual inspection of system related wiring harnesses and connectors. Corroded connector faces and damaged wiring must be rectified before proceeding with the diagnostic process.\nConnect the scanner to the diagnostic connector and retrieve all stored codes and freeze frame data. Make a note of this information. It may prove useful in the event that the P0109 is an intermittent code. Clear the codes and test drive the vehicle.\nAn engine vacuum test can help to ensure that the engine is making sufficient vacuum. Consult your vehicle information source for minimum engine vacuum specifications. Poorly running engines will not produce sufficient vacuum for the MAP sensor. Ignition misfire codes should be diagnosed and repaired before attempting to diagnose a P0109. Clogged catalytic converters, restricted mufflers, and low fuel pressure may also contribute to insufficient engine vacuum.\nIf a P0109 is immediately reset, and all circuits and connectors appear to be in order, continue testing at the MAP sensor. Follow manufacturer\xe2\x80\x99s recommendations for testing the MAP sensor. Use the DVOM to test resistance of the MAP sensor. If the MAP sensor fails to comply with resistance specifications, replace it. To prevent damage to related controllers, disconnect them before testing resistance levels in system circuits with the DVOM. Repair or replace open or shorted circuits as required.\nSuspect a defective PCM or a PCM programming error if the sensor and all circuits are compliant with manufacturer\xe2\x80\x99s specifications.\nOther MAP Sensor engine codes include P0105, P0106, P0107, and P0108.\n'"
"P0110
","b""\nFirst visually check that the IAT is in place and hasn't been dislodged. As a quick check of the IAT, use a scan tool &amp; check for IAT reading with KOEO (Key on engine off). If the engine is cold, the IAT reading should be the same as the CTS (Coolant temperature sensor) reading. If it shows more than a few degrees variance (for example, if it indicates a temperature extreme like negative 40 deg. or 300 deg. then obviously there's a problem) unplug the IAT and do a resistance test across the two terminals.\nEach sensor will have different resistances so you'll have to get that info from a repair manual. If the resistance of the IAT sensor isn't within specs, replace the sensor. There should be some resistance, so if it measures infinite resistance, replace the sensor.\nHaving said that, here is a little more diagnostic info if that doesn't take care of it:\n1. If your KOEO IAT reading is at the high extreme, like 300 deg. (which obviously is inaccurate), disconnect the IAT sensor. If the reading now shows the lowest extreme (-50 or so), then replace the IAT sensor. However, if when unplugging the IAT, the reading doesn't change then turn off the ignition and disconnect the PCM connector. Use a voltmeter to check for continuity between a good ground and the signal wire to the IAT. If there is continuity, then repair short to ground on the signal wire. If there is not continuity, then the PCM may have a problem\n2. If your KOEO IAT reading is at the low extreme, again disconnect the IAT connector. Check that there is 5 Volts on the signal and the other is grounded.\na. If you have 5 volts present and a good ground, jumper the two terminals together. Now the reading on the scanner should be at the high extreme. If it is, replace the IAT sensor. But if it stays low even after you jumper the two wires together, then there may be an open in the wiring harness or a problem with the PCM.\nb. If you don't have 5 Volts present, then check for reference voltage back at the PCM connector. If it's present there but not at the IAT sensor, repair the open in the signal wire. \nOther IAT sensor and circuit related DTCs: P0095, P0096, P0097, P0098, P0099, P0111, P0112, P0113, P0114, P0127\n \n\n \n"""
"P0111
","b'\nIf there are other IAT codes present, diagnose them first. If not, then, using a scan tool verify the IAT voltage with KOEO (Key on engine off).eval(ez_write_tag([[336,280],\'obd_codes_com-banner-1\',\'ezslot_0\']));\nIf, on a cold engine it reads the same as the CTS (Coolant temperature sensor), then the problem is intermittent. But if the IAT reading isn\'t the same as the CTS refer to diagnostic procedure for P0110. If your scan tool has a freeze frame failure records feature, use it to see what the IAT reading was at the time of the failure. If the reading was at negative 30 or so degrees F (indicating it was at the extreme coldest reading), then there was an intermittent high resistance reading on the IAT signal circuit.\nCheck for an open ground on the ground circuit and signal circuit. If they are OK, try raising and lowering the temperature of the IAT sensor artificially. Do this by removing the IAT and putting it in a freezer and then applying heat with a heat gun (be careful not to apply too much heat to the IAT with the heat gun or it\'ll melt the sensor). Watch the resistance change using an ohmmeter attached to each terminal. It should vary smoothly with no sudden jumps. If the reading jumps suddenly, then repace the IAT sensor.\nHowever if the freeze frame reading was at the highest extreme (above 250 deg. F) then there was an intermittent low resistance on the signal circuit. Check for a short to ground on the signal circuit. If it appears OK, then do the above artificial heat test and replace the IAT as necessary. If the problem can\'t be duplicated, use a voltmeter to watch the signal voltage as you ""wiggle"" test the wiring harness. Watch for a sudden change in voltage indicating a short or open. Replace IAT as necessary.\nThis is a pretty simple code and it only really looks for extremely short changes that are relatively high in voltage. It\'s usually the sensor that is bad unless the vehicle is extremely old, in which case there may be harness problems. \nOther IAT sensor and circuit related DTCs: P0095, P0096, P0097, P0098, P0099, P0110, P0112, P0113, P0114, P0127\n'"
"P0112
","b""\nHook up your scan tool or code reader and read the IAT reading. With a cold engine,\nthe IAT should roughly match the coolant reading, since both will read ambient\ntemperature. If the IAT is reading excessively high, check the IAT connector for\ndamage. If you find none, unplug the IAT sensor and recheck the reading. It should\nnow read the minimum, around -20 deg. If it does, then replace the IAT sensor.\nBut, if the reading is still high, unplug the sensor and check for resistance across\nthe two wiring harness terminals. If there is infinite resistance, then the PCM\nitself is bad. If the resistance isn't infinite, then check and repair the short\nto ground on the signal circuit.eval(ez_write_tag([[336,280],'obd_codes_com-banner-1','ezslot_0']));\nOther IAT sensor and circuit related DTCs: P0095, P0096, P0097, P0098, P0099, P0110, P0111, P0113, P0114, P0127\n"""
"P0113
","b""\nFirst, if you have access to a scan tool, is there an IAT reading? If the IAT\nreading is logical then the problem is likely intermittent. If the reading is\nless than -30 degrees, unplug the connector. Install a jumper wire between the\nharness connector signal and ground circuits. The IAT temperature reading on\nthe scan tool should be maxed out at the high end. For example it should be\n280 degrees Farenheit or higher. If it is, the wiring is okay, and it may have\nbeen the connection. If it isn't install the jumper wire between the IAT signal\ncircuit and the chassis ground.\nIf now the IAT reading on the scan tool is maxed\nout then check for an open in the IAT ground circuit. If you get no reading\nat all on the scan tool, it's likely that the sensor signal is open or the 5\nvolt reference is missing. Check using a DVOM (digital volt ohm meter) for a\n5 volt reference. If it's there, then unplug the connector at the PCM and check\nfor continuity on the IAT signal circuit between the PCM connector and the IAT\nconnector.\nOther IAT sensor and circuit related DTCs: P0095, P0096, P0097, P0098, P0099, P0110, P0111, P0112, P0114, P0127\n \n\n \n"""
"P0114
","b""\nA good starting point is always to check for technical service bulletins (TSB) for your particular vehicle. Your issue may be a known issue with a known fix put out by the manufacturer and can save you time and money during diagnosis.\nWhen faced with diagnosing a code P0114, I like to have a suitable diagnostic scanner, a digital volt/ohmmeter (DVOM), an infrared thermometer, and a reliable vehicle information source (such as All Data DIY) at my disposal.\nConnect the scanner to the vehicle diagnostic connector and retrieve the stored trouble codes and applicable freeze frame data. I normally write this information down in case I need it later. Clear the codes and test drive the vehicle. If the code is immediately reset, proceed with the diagnostic process.\nMost professional technicians begin with a visual inspection of IAT sensor related wiring and connectors (don\xe2\x80\x99t forget the air filter and the air inlet pipe). Pay careful attention to the sensor connector as it is susceptible to corrosion because of its close proximity to the battery and coolant reservoir.\nIf the system wiring, connectors, and components appear to be in working order, proceed by connecting the scanner to the diagnostic connector and opening the data stream. By narrowing the data stream to include only pertinent data, you will get a faster response. Use the infrared thermometer to make sure that the IAT reading (on the scanner) correctly reflects actual intake air temperature.\nIf it is incorrect, consult your vehicle information source for IAT sensor testing recommendations. Use the DVOM to test the sensor and compare your findings with vehicle specifications. Replace the sensor if it fails to comply. \nIf the sensor passes the resistance test, check for a sensor reference voltage and a ground. If either one of these are not present repair the open or shorted circuit and retest the system. If system reference and ground signals are present, obtain an IAT sensor voltage to temperature chart from your vehicle information source and use the DVOM to test sensor output voltage. Compare the voltage with the voltage to temperature chart and replace the sensor if actual findings vary from maximum recommended tolerances.\nIf actual IAT input voltage is within specifications, disconnect the electrical connector/s from all related controllers and use the DVOM to test resistance and continuity on all system circuits. Repair or replace circuits that prove to be open or shorted and retest the system.\nIf the IAT sensor and all system circuits are within recommended specifications, suspect a defective PCM or a PCM programming error.\nAdditional diagnostic notes:\n\nBy far, the most common cause of a P0114 being stored is a disconnected IAT sensor connector. When the air filter is checked or replaced, the IAT sensor is often left disconnected. If your vehicle has recently been service, and a code P0114 is suddenly stored, suspect that the IAT sensor has simply been left unplugged.\neval(ez_write_tag([[300,250],'obd_codes_com-leader-1','ezslot_1']));\nRelated IAT sensor and circuit trouble codes: P0095, P0096, P0097, P0098, P0099, P0110, P0111, P0112, P0113, P0127\n"""
"P0115
","b""\nFirst, visually check the sensor for damage to wiring or connector and repair as necessary. Then, if you have access to a scanner, determine what the temperature of the engine is. (If you don't have access to a scan tool, using the dash temperature gauge may not be an effective way to determine coolant temperature. This is because the P0115 code is referring to the ECT SENSOR, and the dash gauge is operated by, usually a one-wire SENDER. Basically a different sensor that the code doesn't refer to.)\n2. If the engine temperature is abnormally high, around 280 deg. F, that's abnormal. Unplug the sensor on the engine and see if the signal drops to, say, negative 50 deg. F. If it does, then it's a good bet the sensor is bad, internally shorted, causing a low resistance signal to be sent to the PCM. However if you want to be sure it's the sensor and not the wiring, there's a couple tests you can do. With the ECT sensor unplugged, check that you have 5 volts on the reference circuit with KOEO (Key on engine off). Also you can check the resistance of the sensor to ground using an Ohm meter. The resistance of a normal sensor to ground will vary a little depending on the vehicle, but basically, if the temp of the engine is around 200 deg. F., the resistance will be about 200 Ohms. If the temperature is about 0 def. F., the resistance will be over 10,000 Ohms. With this test you should be able to tell if the resistance of the sensor matches the temperature of the engine. If it's not accurate according to your engine's temperature, then you probably have a bad sensor.eval(ez_write_tag([[250,250],'obd_codes_com-large-leaderboard-2','ezslot_8']));\n3. Now, if the temperature of the engine according to the scanner is around 280 deg. F. and unplugging the sensor doesn't cause the reading to drop to negative 50 deg. F, but it stays at the same high temperature reading, then you'll need to repair the short on the signal circuit(ground) to the PCM. It's shorted directly to ground somewhere.\n4. If your temperature reading of the engine according to the scanner is showing negative 50 deg. F or so, (and you don't live in the arctic!) unplug the sensor and check for a 5V reference present at the sensor.\n5. If there isn't, then check at the PCM connector for proper 5V reference. If it's present at the PCM connector, then repair the open or short on 5V reference from PCM. If there is no 5V reference present at the PCM connector, then you're done with your diagnosis and you may have a PCM fault. 6. If the 5V reference circuit is intact, then check the ground signal to the PCM using the previous ground resistance test. If the resistance isn't normal for the temperature of the engine, then ohm the resistance of the ground signal to the PCM by removing the ground signal wire from the PCM connector. The wire should have no resistance, unplugged from the PCM to the sensor. If it does, repair open in the signal to the PCM. If it doesn't have any resistance on the ground signal wire and the resistance test of the sensor is normal, then suspect a faulty PCM. \nOther coolant engine light codes: P0115, P0116, P0117, P0118, P0119, P0125, P0128\n"""
"P0116
","b""\nIf there are any other ECT sensor codes, diagnose them first.\nUsing a scan tool, check the ECT reading. On a cold engine, it should match the IAT reading or should be equal to ambient (outside) temperature reading. If it does match the IAT or ambient temp, check the freeze frame data on your scan tool (if equipped). The saved data should tell you what the ECT reading was when the fault occurred.eval(ez_write_tag([[300,250],'obd_codes_com-large-leaderboard-2','ezslot_2']));\na) If the saved info indicates that the engine coolant reading was at the coldest exreme (around -30 deg. F) then that's a good indication the ECT resistance was intermittently high (unless you live in Anchorage!) Check for an open in the ECT sensor ground and signal circuits and repair as necessary. If they appear okay, warm the engine up while monitoring the ECT for any intermittent jumps high or low. If there are replace the ECT.\nb) If the saved info indicates that the engine coolant reading was at the warmest exreme (around 250+ deg.F) then that's a good indication the ECT resistance was intermittently low. Check for a short to ground on the signal circuit and repair as necessary. If it appears okay, warm the engine up while monitoring the ECT for any intermittent jumps high or low. If there are replace the ECT. \nOther ECT sensor and circuit related DTCs: P0115, P0117, P0118, P0119, P0125, P0128\n"""
"P0117
","b'\nSince this code is for an abnormally low signal to the PCM from the ECT, the PCM saw a excessively ""hot"" condition in the engine coolant. This could be due to faulty ECT sensor or wiring, but it could, conceivably, be caused by an overheated engine.So if your engine was overheated diagnose that first. Having said that here are the possible solutions:\nUsing a scan tool, with KOEO (Key on engine off) check the ECT reading on the display. On a cold engine the ECT reading should match the IAT (Intake Air Temperature) sensor reading. If it doesn\'t, replace the ECT sensor.\n1. If the ECT reading is showing an excessively hot reading, for example more than 260 deg. F, then unplug the ECT sensor. This should cause the ECT reading to drop to the extreme cold reading (around -30 deg.F or so). If it does, replace the sensor, because it\'s internally shorted. If it doesn\'t change the reading, the check for a short to ground on the signal circuit of the ECT wiring. It could be that the two ECT wires are shorted to each other. Look for any chafing or melted wiring. Repair as necessary.\na. If you can\'t find any wiring problems and the ECT reading doesn\'t drop to the extreme coldest when unplugged, then, check for voltage coming out of the PCM on the signal wire\'s pin at the PCM connector. If there isn\'t any voltage, or it is low, then the PCM may be bad. NOTE: On some models it is possible for the 5 Volt reference signal to be temperarily shorted. This can happen if an engine sensor internally shorts the 5 Volt reference. Since the 5 Volt reference is a ""shared"" circuit on many models, this will cause it to be abnormally low. Usually, though this will be accompanied by several other sensor codes. If you suspect that may be the case, unplug each sensor until the 5 Volt reference reappears. The last sensor unplugged is the offending sensor. Replace and recheck the signal wire from the PCM connector\n2. If the scan tool ECT reading seems normal at this time then the problem may be intermittent. Use a ""wiggle"" test to manipulate the wiring harness and connectors while watching the ECT reading on the scan tool. Repair any wiring or connectors that are loose or corroded. You could check the Freeze frame data if your scan tool has that function. It will show the ECT reading when the failure occurred. If it shows the reading to be at the hottest extreme then replace the ECT sensor and see if the code reappears. \nOther ECT sensor and circuit related DTCs: P0115, P0116, P0118, P0119, P0125, P0128\n'"
"P0118
","b'\nFirst, if you have access to a scan tool, check the reading of the coolant\nsensor. Does it read a logical number? If so, the problem is likely intermittent.\nPerform a ""wiggle"" test by wiggling the connector and harness to the\nsensor while watching the reading on the scan tool. Watch for any drop-outs.\nDrop-outs would indicate a bad connection. If the scan tool reads an illogical\ntemperature, check the resistance of the temperature sensor. If it is out of\nspecs, replace it. If it is in specifications, unplug the sensor and, using\na fused jumper wire, jumper the two terminals of the connector together. The\ntemperature reading should now be maxed out to above 250 degrees F. If not,\nthere is likely a problem with the ground circuit or voltage supply.\nCheck for 5 volts reference voltage at the connector. Also check for ground\npresence at the connector. If you do not have 5V ref. and/or ground continuity,\ncheck for these back at the PCM connector. If you have these at the PCM connector,\nthen repair open or short between the PCM and the sensor. If you do not, remove\nthe offending wire from the PCM and then check for proper voltage at the PCM\npin. If it\'s present now, repair short on the circuit. If it isn\'t present after\nremoving the wire and checking the pin, replace PCM\nNOTE: Usually, P0118 is indicative of a bad temperature sensor, but doesn\'t\nrule out these other possibilities. If you\'re unsure of how to diagnose a PCM,\ndo not attempt.\nOther engine coolant engine light codes: P0115, P0116, P0117, P0118, P0119, P0125, P0128\n'"
"P0119
","b'\nA good starting point is always to check for technical service bulletins (TSB) for your particular vehicle. Your issue may be a known issue with a known fix put out by the manufacturer and can save you time and money during diagnosis.\nWhen faced with diagnosing a code P0119, I like to have a suitable diagnostic scanner, a digital volt/ohmmeter (DVOM), an infrared thermometer, and a reliable vehicle information source (such as All Data DIY) on hand.\nI like to connect the scanner to the vehicle diagnostic connector, retrieve stored trouble codes and freeze frame data, and write this information down, to begin my diagnosis. Now, clear the codes.\nNext, I would perform a visual inspection of ECT sensor wiring and connectors. Repair or replace burnt or damaged wiring and/or connectors as required and retest the system. If the P0119 is not immediately reset, it may be intermittent. Operate the vehicle normally until the PCM enters OBD-II readiness mode or the code is reset. If the P0119 is now reset, continue with your diagnosis.\nReconnect the scanner and bring up the appropriate data stream. Narrow the data stream so that only pertinent data is shown and data response will be much faster. Observe the ECT sensor temperature and voltage while looking for glitches or inconsistencies. These will be seen by the PCM as intermittent ECT sensor circuit signals. If there are inconsistencies, inspect the ECT sensor connector for signs of corrosion. Check wiring that is routed near hot exhaust manifolds/headers (intermittent short to ground) and loose or broken connector pins at the ECT sensor. Repair or replace defective components as required.\nLow engine coolant may also contribute to a code P0119 being stored. With the engine cool, remove the high pressure cap and make sure that the engine is full of the recommended coolant. If the engine coolant level is down by more than several quarts, inspect the engine for a coolant leak. A cooling system pressure tester may be helpful for this. Repair leaks as necessary, refill the system with suitable coolant, and retest the system.\n If the ECT sensor is observed (in the scanner data stream display) as being extremely low or high, suspect that it is defective. Using the DVOM, test ECT sensor resistance and compare your findings with manufacturer\xe2\x80\x99s recommendations. Replace the sensor if it fails to comply.\nIf the ECT sensor seems slightly low or high, use the infrared thermometer to obtain actual ECT. Compare the ECT sensor signal reflected in the data stream with actual ECT and discard the sensor if the two do not coincide.\nAdditional diagnostic notes:\n\n Make sure that the engine is full of coolant, and the thermostat is operating properly, before attempting to diagnose a P0119 \n Other ECT sensor codes, as well as engine over temp codes, may accompany this type of code \n Diagnose and repair other ECT related codes prior to diagnosing the P0119\n\nOther ECT sensor diagnostic codes include P0115, P0116, P0117, and P0118.\n \n\n \n'"
"P0120
","b'\nIf you have access to a scan tool, with KOEO (Key on engine off) observe the TPS voltage. With throttle closed, voltage should be about .45 volts. It should gradually sweep upwards to approximately 4.5 to 5 volts as you depress the throttle. Sometimes only a scope can capture an intermittent glitch in the TPS signal voltage. If you notice a glitch in the TPS sweep voltage, replace the TPS.\nNOTE: Some TPS sensors require fine adjustment. If you aren\'t comfortable with using a DVOM (Digital Volt Ohm meter) to adjust the new TPS, then it\'s best to take the vehicle to a shop. If the voltage is not .45 volts (+or- .3 volts or so) with the throttle closed or if the reading is ""stuck"" then unplug the TPS connector. With KOEO check for 5 volts reference voltage present at the connector and a good ground. You can check the signal circuit for continuity by jumping a fused wire between the ground circuit of the TPS connector and the signal circuit. If the TPS reading on the scan tool now reads zero, then replace the TPS. However if that doesn\'t change the reading to zero, then check for an open or a short on the signal wire and if none is found, suspect a bad PCM. If manipulating the TPS wiring harness causes any change in idle, then suspect bad TPS. \nOther TPS sensor and circuit related DTCs: P0121, P0122, P0123, P0124\n'"
"P0121
","b""\n1. If you have access to a scan tool, see what the idle and WOT (wide open\nthrottle) readings are for the TPS. Check if they're close to the specifications\nmentioned above. If not, then replace the TPS and re-check.eval(ez_write_tag([[336,280],'obd_codes_com-banner-1','ezslot_0']));\n2. Check for an intermittent open or short in the TPS signal. To do that, you\ncan't use a scan tool. You'll need an oscilliscope. The reason is because scan\ntools take samplings of many different readings over just one or two data lines\nand can miss an intermittent drop out. Hook up your oscilliscope and watch the\nsignal. It should sweep up and down smoothly with no drop outs or spikes.\n3. If no problems were noticed, perform a wiggle test. Do this by wiggling\nthe connector and harness while watching the pattern. Does it drop out? If so,\nreplace TPS and re-check.\n4. If you have no TPS signal, check for 5 Volt reference at the connector.\nIf it's present, check the ground circuit for open or shorts.\n5. Make sure the signal circuit isn't 12V. It should never have battery voltage.\nIf it does, trace circuit for short to voltage and repair.\n6. Look for any water in the connector and replace TPS as necessary.\nOther TPS sensor and circuit related DTCs: P0120, P0122, P0123, P0124\n"""
"P0122
","b""\nSome recommended troubleshooting and repair steps are:\n\nCarefully check the throttle position sensor (TPS), wiring connector, and\nwiring for breaks, etc. Repair or replace as necessary\nCheck the voltage at the TPS (refer to a service manual for your vehicle\nfor specific information). If the voltage is too low that is indicative of\na problem. Replace if necessary.\nIf recently replaced the TPS may need to be adjusted. On some vehicles the\ninstallation instructions call for the TPS to be properly aligned or adjusted,\nconsult a repair manual for specifics.\nIf there are no symptoms at all, the problem may be intermittent and clearing\nthe code may resolve the issue temporarily. If this is the case then you should\ndefinitely check the wiring to be sure it's not rubbing on anything, grounding,\netc. The code may come back.\neval(ez_write_tag([[300,250],'obd_codes_com-leader-1','ezslot_1']));\nOther TPS sensor and circuit related DTCs: P0120, eval(ez_write_tag([[336,280],'obd_codes_com-banner-1','ezslot_0']));P0121, P0123, P0124\n"""
"P0123
","b'\nA good starting point is always to check for technical service bulletins (TSB) for your particular vehicle. Your issue may be a known issue with a known fix put out by the manufacturer and can save you time and money during diagnosis.\nIf there are no symptoms, the simplest thing to do is to reset the code and\nsee if it comes back.\nIf there are symptoms such as the engine is stumbling or hesitating, carefully\ninspect all wiring and connectors that lead to the TPS. More than likely the\nproblem is with the TPS wiring. \nCheck the voltage at the TPS (refer to a service\nmanual for your vehicle for this specific information). If the voltage spikes\nor is too high (over 4.65 volts with key on, engine off), then that is indicative\nof a problem. Carefully trace each wire from the TPS wiring harness to check\nfor\nbreaks,\nrubbing against other components, etc.\nOther TPS sensor and circuit related DTCs: P0120, P0121, P0122, P0123, P0124\n \n\n \n'"
"P0124
","b'\nA good starting point is always to check for technical service bulletins (TSB) for your particular vehicle. Your issue may be a known issue with a known fix put out by the manufacturer and can save you time and money during diagnosis.\nI typically use a diagnostic scanner, a digital volt/ohmmeter (DVOM), and an accurate vehicle information source (ALL DATA DIY) to diagnose a code P0124. \nA successful diagnosis usually begins with a visual inspection of all system related wiring and connectors. I also like to test the throttle plate for signs of carbon coking or damage. Repair or replace defective wiring or components as required, then recheck the throttle body and TPS.\nConnect the scanner to the diagnostic connector; retrieve all stored trouble codes and write them down for future reference. I also keep any related freeze frame data. My notes are often helpful if the stored code proves to be intermittent. Next, I would clear the codes and test-drive the vehicle. Continue with the diagnosis if the code is reset. If it is not reset, the condition may need to worsen before a correct diagnosis can be made. Operate the vehicle normally until the PCM enters readiness mode or the code is reset.\nProceed by checking for technical service bulletins (TSB) that apply to the particular malfunction (and vehicle) in question by consulting your vehicle information source. If applicable, use the information contained in the appropriate TSB to help with your diagnosis. TSBs can be especially helpful when diagnosing an intermittent condition.\nThe scanner data stream may yield useful information regarding glitches and inconsistencies in the throttle position sensor. If you narrow the scanner data stream to display only pertinent data, you will get a more accurate data response. \nIf no glitches are detected, use the DVOM to test the TPS. Using the DVOM gives you access to live data if the appropriate test leads are connected to the ground and signal circuits. Watch the DVOM display while operating the throttle manually. Look for glitches in voltage as the throttle is actuated slowly from the closed position to wide open throttle. Voltage typically ranges from .5-volts at closed throttle to 4.5-volts at wide open throttle. If glitches or other inconsistencies are detected, suspect that the sensor being tested is defective or misadjusted.\nAdditional diagnostic notes:\n\n If the TPS has been replaced and a P0124 continues to be stored, consult the vehicle information source for TPS adjustment specs \n Use the DVOM (with the test leads connected to the ground and signal circuits) to adjust the TPS accurately\n\n \n\n \n'"
"P0125
","b'\nThe simplest thing to do is to reset the code and see if it comes back.\nIf the code comes back, the problem is likely going to be the result of the\nabove causes (faulty thermostat, faulty ECT sensor, or a low coolant level).\nOther ECT sensor and circuit related DTCs: P0115, P0116, P0117, P0118, P0119, P0128\n \n\n \n'"
"P0126
","b'\nNo matter what vehicle you have, you should check for applicable Technical Service Bulletins (TSB) as they pertain to your vehicle. In the case of Mazda, there are some known TSBs and the fix is to reprogram the PCM because this code is triggered due to a ""glitch"" in the PCM\'s programming.eval(ez_write_tag([[336,280],\'obd_codes_com-banner-1\',\'ezslot_0\']));\nThat\'s not to say that if you have a Mazda this is the only possible fix. It is still possible there is a physical problem with the wiring, thermostat, etc. Again, refer to TSBs first before replacing parts to see if they apply to you.\n\nCheck to ensure proper cooling fan operation. On when it should be on, off when it should be off, repair as necessary. If the cooling fan is always on, it could be causing the engine to warm up too slowly or not warm up to proper operating temperature.\nCheck engine coolant level. If low, top up, clear code and drive vehicle to see if it returns.\nRefer to the ""freeze frame"" data and view live data using a code scanner to see the value of the engine temperature sensor. Compare with manufacturers specifications.\nUse a laser thermometer to verify the temperature of the coolant as close as safe, measure the temperature of the engine and compare with the value of the sensor reading.\nInspect for a faulty thermostat, coolant temperature sensor (CTS), and wiring. Repair as required.\n\n'"
